PID;Year Built;Lot Frontage;Lot Area;Street;Alley;Lot Shape;Land Contour;Utilities;Lot Config;Land Slope;Neighborhood;Condition 1;Condition 2;Bldg Type;House Style;Overall Qual;Overall Cond;Year Remod/Add;1st Flr SF;2nd Flr SF;3Ssn Porch;Central Air;Enclosed Porch;Exter Cond;Exter Qual;Exterior 1st;Exterior 2nd;Fireplace Qu;Gr Liv Area;Heating QC;Kitchen AbvGr;Kitchen Qual;Low Qual Fin SF;MS SubClass;MS Zoning;Mas Vnr Area;Mas Vnr Type;Open Porch SF;Paved Drive;Roof Matl;Roof Style;Screen Porch;TotRms AbvGrd;Wood Deck SF;electrical;fence;fireplaces;foundation;functional;heating;Sale_Date;Sale Type;Sale Condition;saleprice;saleDate;Mo_Sold;Yr_Sold;Bsmt Full Bath;Bsmt Half Bath;Bedroom;Bsmt Unf SF;Bsmt Cond;Bsmt Half Bath_1;BsmtFin Type 1;BsmtFin Type 2;Total Bsmt SF;Bsmt Exposure;Bsmt Full Bath_1;Bsmt Qual;BsmtFin SF 2;BsmtFin SF 1;Garage Cond;Garage Type;Garage Yr Blt;Garage Cars;Garage Qual;Garage Finish;Garage Area;Misc Feature;Misc Val;Pool QC;Pool Area
909425010;1939;               ;15660;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Corner ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1.5Fin;7;9;2006;1137;817;0;Y;150;2;2;VinylSd;VinylSd;TA;1954;1;1;2;0;50;6;312;BrkFace;119;Y;CompShg;Gable  ;0;8;0;SBrkr;NA   ;2;CBlock;Typ ;GasA ;1,21186E+12;WD   ;Normal ;311500;2008/05/27 00:00:00.000;5;2008;1;0;3;457;TA;1;BLQ;Unf;798;No;0;TA;0;341;TA;Attchd;1939;2;TA;Unf;431;;;;
909425060;1941;75;12000;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;7;7;1950;860;704;0;Y;0;3;3;MetalSd;MetalSd;Gd;1564;1;1;4;0;70;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24737E+12;WD   ;Normal ;174500;2009/07/12 00:00:00.000;7;2009;1;1;1;429;TA;0;Rec;Unf;704;No;0;TA;0;275;TA;Attchd;1941;1;TA;Unf;234;;;;
909425060;1941;75;12000;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;7;7;1950;860;704;0;Y;0;3;3;MetalSd;MetalSd;Gd;1564;1;1;4;0;70;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24737E+12;WD   ;Normal ;174500;2009/07/12 00:00:00.000;7;2009;0;0;2;429;TA;0;Rec;Unf;704;No;0;TA;0;275;TA;Attchd;1941;1;TA;Unf;234;;;;
909425085;1950;70;12392;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1.5Fin;7;9;2000;1218;943;0;Y;0;2;3;VinylSd;VinylSd;TA;2161;1;1;2;0;50;6;0;None   ;96;Y;CompShg;Gable  ;0;8;0;SBrkr;NA   ;2;CBlock;Typ ;GasA ;1,20919E+12;WD   ;Normal ;263400;2008/04/26 00:00:00.000;4;2008;1;1;1;397;Gd;0;GLQ;Unf;832;No;1;TA;0;435;TA;Attchd;1994;2;TA;Fin;506;;;;
909425085;1950;70;12392;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1.5Fin;7;9;2000;1218;943;0;Y;0;2;3;VinylSd;VinylSd;TA;2161;1;1;2;0;50;6;0;None   ;96;Y;CompShg;Gable  ;0;8;0;SBrkr;NA   ;2;CBlock;Typ ;GasA ;1,20919E+12;WD   ;Normal ;263400;2008/04/26 00:00:00.000;4;2008;1;0;2;397;Gd;0;GLQ;Unf;832;No;1;TA;0;435;TA;Attchd;1994;2;TA;Fin;506;;;;
909425120;1956;90;14115;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;7;2004;1811;0;0;Y;280;3;3;Stone  ;Stone  ;Gd;1811;1;1;1;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;1;PConc ;Typ ;GasA ;1,1532E+12;WD   ;Abnorml;230000;2006/07/18 00:00:00.000;7;2006;1;0;2;230;TA;0;ALQ;GLQ;1073;No;0;TA;547;296;TA;Attchd;1956;2;TA;Fin;470;;;;
909425130;1960;90;13339;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;6;1960;1561;0;0;Y;0;3;3;HdBoard;Plywood;Gd;1561;3;1;3;0;20;6;132;Stone  ;148;Y;CompShg;Gable  ;120;6;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24297E+12;WD   ;Normal ;193000;2009/05/22 00:00:00.000;5;2009;2;0;3;621;TA;0;LwQ;BLQ;1561;No;1;TA;875;65;TA;Attchd;1960;2;TA;Fin;463;;;;
909425140;1957;110;14442;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;7;2004;1839;0;0;Y;0;3;3;CemntBd;CmentBd;TA;1839;1;1;2;0;20;6;106;BrkFace;87;Y;CompShg;Hip    ;200;7;0;SBrkr;NA   ;2;PConc ;Typ ;GasA ;1,18249E+12;WD   ;Normal ;257500;2007/06/22 00:00:00.000;6;2007;2;0;3;291;TA;0;GLQ;Unf;1477;No;1;TA;0;1186;TA;Attchd;1957;2;TA;Fin;416;;;;
909425180;1977;80;12984;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;5;6;1977;1647;0;0;Y;0;3;3;Plywood;Plywood;TA;1647;1;1;2;0;20;6;459;BrkFace;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,14283E+12;WD   ;Normal ;217500;2006/03/20 00:00:00.000;3;2006;2;0;3;0;TA;0;ALQ;LwQ;1430;Mn;1;Gd;147;1283;TA;Attchd;1977;2;TA;Fin;621;;;;
909425270;1940;75;13125;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;7;6;1984;960;780;0;Y;0;3;3;Wd Sdng;Wd Sdng;Gd;1740;3;1;3;0;70;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;2;CBlock;Typ ;GasA ;1,18404E+12;CWD  ;Normal ;219500;2007/07/10 00:00:00.000;7;2007;0;1;0;390;TA;0;BLQ;Unf;800;No;0;TA;0;410;TA;Attchd;1940;1;TA;Unf;240;;;;
909425270;1940;75;13125;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;7;6;1984;960;780;0;Y;0;3;3;Wd Sdng;Wd Sdng;Gd;1740;3;1;3;0;70;6;0;None   ;0;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;2;CBlock;Typ ;GasA ;1,18404E+12;CWD  ;Normal ;219500;2007/07/10 00:00:00.000;7;2007;1;0;3;390;TA;0;BLQ;Unf;800;No;0;TA;0;410;TA;Attchd;1940;1;TA;Unf;240;;;;
909426060;1950;78;15600;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;5;7;1963;1278;1037;0;Y;0;2;3;Wd Sdng;Wd Sdng;Gd;2315;2;1;3;0;60;6;405;BrkFace;0;Y;CompShg;Gable  ;192;9;0;SBrkr;NA   ;3;CBlock;Typ ;GasA ;1,15303E+12;WD   ;Normal ;257000;2006/07/16 00:00:00.000;7;2006;0;0;0;408;TA;0;GLQ;Unf;1168;No;1;Gd;0;760;TA;Attchd;1950;1;TA;Fin;342;;;;
909426060;1950;78;15600;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;5;7;1963;1278;1037;0;Y;0;2;3;Wd Sdng;Wd Sdng;Gd;2315;2;1;3;0;60;6;405;BrkFace;0;Y;CompShg;Gable  ;192;9;0;SBrkr;NA   ;3;CBlock;Typ ;GasA ;1,15303E+12;WD   ;Normal ;257000;2006/07/16 00:00:00.000;7;2006;2;0;4;408;TA;0;GLQ;Unf;1168;No;1;Gd;0;760;TA;Attchd;1950;1;TA;Fin;342;;;;
909426080;1950;78;15600;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;Duplex;2Story;5;6;1991;1102;1075;0;Y;0;2;3;VinylSd;VinylSd;NA;2177;1;2;3;0;90;6;430;BrkFace;0;Y;CompShg;Gable  ;0;11;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,26958E+12;WD   ;Normal ;215000;2010/03/26 00:00:00.000;3;2010;1;1;1;657;TA;0;ALQ;Unf;1032;No;0;TA;0;375;TA;Detchd;1950;2;TA;Unf;484;;;;
909426080;1950;78;15600;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;Duplex;2Story;5;6;1991;1102;1075;0;Y;0;2;3;VinylSd;VinylSd;NA;2177;1;2;3;0;90;6;430;BrkFace;0;Y;CompShg;Gable  ;0;11;0;SBrkr;NA   ;0;CBlock;Typ ;GasA ;1,26958E+12;WD   ;Normal ;215000;2010/03/26 00:00:00.000;3;2010;1;0;4;657;TA;0;ALQ;Unf;1032;No;0;TA;0;375;TA;Detchd;1950;2;TA;Unf;484;;;;
909426090;1949;78;15600;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;7;2005;986;537;0;N;81;3;3;BrkComm;Brk Cmn;TA;1523;4;1;4;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;1;BrkTil;Maj2;GasW ;1,25532E+12;WD   ;Normal ;158000;2009/10/12 00:00:00.000;10;2009;0;0;1;248;TA;0;BLQ;Rec;1067;No;1;TA;507;312;TA;Attchd;1949;1;TA;Unf;295;;;;
909426090;1949;78;15600;Pave;NA  ;Regular             ;Bnk;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1.5Fin;5;7;2005;986;537;0;N;81;3;3;BrkComm;Brk Cmn;TA;1523;4;1;4;0;50;6;0;None   ;0;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;1;BrkTil;Maj2;GasW ;1,25532E+12;WD   ;Normal ;158000;2009/10/12 00:00:00.000;10;2009;2;0;2;248;TA;0;BLQ;Rec;1067;No;1;TA;507;312;TA;Attchd;1949;1;TA;Unf;295;;;;
909427200;1950;80;14000;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;8;2004;1152;0;0;Y;0;2;3;HdBoard;HdBoard;Gd;1152;1;1;2;0;20;6;0;None   ;36;Y;CompShg;Gable  ;0;6;0;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,25109E+12;WD   ;Family ;158500;2009/08/24 00:00:00.000;8;2009;1;0;3;1092;TA;1;Unf;Unf;1092;No;0;TA;0;0;TA;Attchd;1950;1;TA;Unf;300;;;;
909427230;1941;66;9042;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;7;9;2006;1188;1152;0;Y;0;2;1;CemntBd;CmentBd;Gd;2340;1;1;2;0;70;6;0;None   ;60;Y;CompShg;Gable  ;0;9;0;SBrkr;GdPrv;2;Stone ;Typ ;GasA ;1,27459E+12;WD   ;Normal ;266500;2010/05/23 00:00:00.000;5;2010;0;0;1;877;Gd;0;GLQ;Unf;1152;No;0;TA;0;275;TA;Attchd;1941;1;TA;RFn;252;Shed;2500;;
909427230;1941;66;9042;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;2Story;7;9;2006;1188;1152;0;Y;0;2;1;CemntBd;CmentBd;Gd;2340;1;1;2;0;70;6;0;None   ;60;Y;CompShg;Gable  ;0;9;0;SBrkr;GdPrv;2;Stone ;Typ ;GasA ;1,27459E+12;WD   ;Normal ;266500;2010/05/23 00:00:00.000;5;2010;2;0;3;877;Gd;0;GLQ;Unf;1152;No;0;TA;0;275;TA;Attchd;1941;1;TA;RFn;252;Shed;2500;;
909428110;1953;90;15750;Pave;NA  ;Regular             ;Lvl;AllPub;Corner ;Gtl;Crawford           ;Norm                          ;Normal;2fmCon;1Story;5;5;1953;1336;0;0;Y;0;3;3;MetalSd;MetalSd;Gd;1336;3;1;3;0;190;6;56;BrkFace;0;Y;CompShg;Hip    ;0;5;0;SBrkr;NA   ;2;CBlock;Typ ;GasA ;1,15087E+12;WD   ;Normal ;157000;2006/06/21 00:00:00.000;6;2006;1;0;2;324;TA;0;BLQ;Unf;1165;Mn;1;TA;0;841;TA;Attchd;1953;1;TA;Unf;375;;;;
909428120;1953;               ;21000;Pave;NA  ;Regular             ;Bnk;AllPub;Corner ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;5;1953;2259;0;0;Y;192;2;3;Wd Sdng;Wd Sdng;Gd;2259;3;1;2;0;20;6;184;BrkFace;120;Y;CompShg;Hip    ;0;7;166;SBrkr;MnPrv;2;CBlock;Typ ;GasA ;1,19329E+12;COD  ;Abnorml;217000;2007/10/25 00:00:00.000;10;2007;2;0;3;905;TA;0;ALQ;Rec;1809;Mn;1;Gd;869;35;TA;Basment;1953;2;TA;Unf;450;;;;
909428170;1956;56;26073;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;5;5;1956;1898;0;0;Y;224;3;3;BrkFace;MetalSd;TA;1898;1;1;3;0;20;6;0;None   ;51;Y;CompShg;Gable  ;0;7;0;FuseA;MnPrv;2;PConc ;Typ ;GasA ;1,20936E+12;WD   ;Normal ;236500;2008/04/28 00:00:00.000;4;2008;2;1;3;782;TA;0;Rec;Unf;1898;No;0;TA;0;1116;TA;Attchd;1956;2;TA;Unf;484;;;;
909428180;1960;               ;25485;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;4;1960;1560;0;0;Y;584;4;3;Wd Sdng;MetalSd;TA;1560;3;1;3;0;20;6;423;BrkFace;75;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;3;CBlock;Typ ;GasA ;1,17964E+12;WD   ;Normal ;201000;2007/05/20 00:00:00.000;5;2007;1;1;3;0;Gd;0;LwQ;Rec;1560;Mn;0;TA;1020;540;TA;Attchd;1960;2;TA;RFn;580;;;;
909428190;1954;               ;14778;Pave;NA  ;Slightly irregular  ;Low;AllPub;CulDSac;Gtl;Crawford           ;PosN                          ;Normal;1Fam  ;1Story;6;7;2006;1640;0;216;Y;0;3;2;HdBoard;HdBoard;Gd;1640;1;1;2;0;20;6;72;BrkFace;0;Y;CompShg;Hip    ;0;7;108;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,22629E+12;WD   ;Normal ;224000;2008/11/10 00:00:00.000;11;2008;1;0;3;568;TA;0;BLQ;Unf;1296;No;1;TA;0;728;TA;Detchd;1993;2;TA;Unf;924;;;;
909428240;1954;100;17500;Pave;NA  ;Regular             ;Bnk;AllPub;Corner ;Mod;Crawford           ;PosA                          ;Normal;1Fam  ;1Story;6;5;1954;1906;0;0;Y;0;3;3;HdBoard;HdBoard;Gd;1906;1;1;3;0;20;6;420;Stone  ;201;Y;CompShg;Gable  ;0;6;0;SBrkr;NA   ;2;PConc ;Typ ;GasA ;1,23295E+12;WD   ;Normal ;224000;2009/01/26 00:00:00.000;1;2009;1;1;3;91;TA;0;LwQ;BLQ;1310;Av;1;TA;435;784;TA;Basment;1954;2;TA;Unf;576;;;;
909428280;1959;100;17500;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Crawford           ;PosA                          ;Normal;1Fam  ;1Story;7;8;2002;1902;0;0;Y;162;2;2;BrkFace;HdBoard;TA;1902;3;1;1;0;20;6;0;None   ;207;Y;CompShg;Gable  ;0;7;0;SBrkr;NA   ;2;PConc ;Typ ;GasA ;1,27373E+12;WD   ;Normal ;335000;2010/05/13 00:00:00.000;5;2010;2;0;3;496;TA;0;GLQ;Unf;1902;Av;1;Gd;0;1406;TA;Attchd;1959;2;TA;Fin;567;;;;
909428340;1968;               ;21579;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;CulDSac;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;6;6;1968;1488;0;0;Y;216;3;3;HdBoard;BrkFace;Gd;1488;1;1;3;0;20;6;0;None   ;0;Y;CompShg;Hip    ;0;7;0;SBrkr;NA   ;2;PConc ;Typ ;GasA ;1,19001E+12;CWD  ;Normal ;215000;2007/09/17 00:00:00.000;9;2007;2;0;3;675;TA;1;BLQ;Unf;1488;No;0;Gd;0;813;TA;Attchd;1968;2;TA;RFn;552;;;;
909451020;1980;24;1879;Pave;NA  ;Regular             ;Lvl;AllPub;CulDSac;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;516;516;0;Y;0;3;3;MetalSd;MetalSd;TA;1032;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;213;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,23044E+12;WD   ;Normal ;116500;2008/12/28 00:00:00.000;12;2008;1;0;0;150;TA;0;GLQ;Unf;516;No;0;Gd;0;366;TA;Detchd;1980;2;TA;Unf;462;;;;
909451020;1980;24;1879;Pave;NA  ;Regular             ;Lvl;AllPub;CulDSac;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;516;516;0;Y;0;3;3;MetalSd;MetalSd;TA;1032;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;213;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,23044E+12;WD   ;Normal ;116500;2008/12/28 00:00:00.000;12;2008;0;0;2;150;TA;0;GLQ;Unf;516;No;0;Gd;0;366;TA;Detchd;1980;2;TA;Unf;462;;;;
909451040;1980;24;1733;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;516;516;0;Y;0;3;3;MetalSd;MetalSd;TA;1032;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;279;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,2428E+12;WD   ;Normal ;115000;2009/05/20 00:00:00.000;5;2009;0;0;0;516;TA;0;Unf;Unf;516;No;0;TA;0;0;TA;Detchd;1980;2;TA;Unf;452;;;;
909451040;1980;24;1733;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;516;516;0;Y;0;3;3;MetalSd;MetalSd;TA;1032;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;279;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,2428E+12;WD   ;Normal ;115000;2009/05/20 00:00:00.000;5;2009;1;0;2;516;TA;0;Unf;Unf;516;No;0;TA;0;0;TA;Detchd;1980;2;TA;Unf;452;;;;
909451100;1980;24;1488;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;TwnhsE;2Story;6;6;1992;561;668;0;Y;0;2;3;MetalSd;MetalSd;TA;1229;3;1;2;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;176;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,25645E+12;WD   ;Normal ;137000;2009/10/25 00:00:00.000;10;2009;0;1;1;90;TA;0;ALQ;Unf;561;Mn;1;Gd;0;471;TA;Attchd;1980;2;TA;Fin;462;;;;
909451100;1980;24;1488;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;TwnhsE;2Story;6;6;1992;561;668;0;Y;0;2;3;MetalSd;MetalSd;TA;1229;3;1;2;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;176;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,25645E+12;WD   ;Normal ;137000;2009/10/25 00:00:00.000;10;2009;1;0;1;90;TA;0;ALQ;Unf;561;Mn;1;Gd;0;471;TA;Attchd;1980;2;TA;Fin;462;;;;
909451130;1980;24;1782;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;529;516;0;Y;0;2;3;MetalSd;MetalSd;TA;1045;2;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;180;SBrkr;MnPrv;1;CBlock;Typ ;GasA ;1,19865E+12;WD   ;Normal ;123900;2007/12/26 00:00:00.000;12;2007;1;0;0;186;TA;0;GLQ;Unf;516;No;0;Gd;0;330;TA;Detchd;1980;2;TA;Unf;462;;;;
909451130;1980;24;1782;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;529;516;0;Y;0;2;3;MetalSd;MetalSd;TA;1045;2;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;180;SBrkr;MnPrv;1;CBlock;Typ ;GasA ;1,19865E+12;WD   ;Normal ;123900;2007/12/26 00:00:00.000;12;2007;0;0;2;186;TA;0;GLQ;Unf;516;No;0;Gd;0;330;TA;Detchd;1980;2;TA;Unf;462;;;;
909451140;1980;24;1612;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;561;668;0;Y;0;3;3;MetalSd;MetalSd;TA;1229;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;154;SBrkr;MnPrv;1;CBlock;Typ ;GasA ;1,24763E+12;WD   ;Normal ;121000;2009/07/15 00:00:00.000;7;2009;0;1;0;561;TA;0;Unf;Unf;561;No;0;Gd;0;0;TA;Attchd;1980;2;TA;Fin;462;;;;
909451140;1980;24;1612;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;561;668;0;Y;0;3;3;MetalSd;MetalSd;TA;1229;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;154;SBrkr;MnPrv;1;CBlock;Typ ;GasA ;1,24763E+12;WD   ;Normal ;121000;2009/07/15 00:00:00.000;7;2009;1;0;2;561;TA;0;Unf;Unf;561;No;0;Gd;0;0;TA;Attchd;1980;2;TA;Fin;462;;;;
909451150;1980;24;1950;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;716;840;0;Y;0;2;3;MetalSd;MetalSd;TA;1556;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;6;161;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,21644E+12;COD  ;Normal ;151000;2008/07/19 00:00:00.000;7;2008;0;1;0;23;TA;0;LwQ;GLQ;716;No;1;Gd;612;81;TA;Attchd;1980;2;TA;Fin;452;;;;
909451150;1980;24;1950;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;Twnhs ;2Story;6;6;1980;716;840;0;Y;0;2;3;MetalSd;MetalSd;TA;1556;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;6;161;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,21644E+12;COD  ;Normal ;151000;2008/07/19 00:00:00.000;7;2008;2;0;3;23;TA;0;LwQ;GLQ;716;No;1;Gd;612;81;TA;Attchd;1980;2;TA;Fin;452;;;;
909451180;1980;24;1300;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;TwnhsE;2Story;6;6;1980;561;668;0;Y;0;3;3;MetalSd;MetalSd;TA;1229;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;150;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,24331E+12;WD   ;Normal ;124000;2009/05/26 00:00:00.000;5;2009;0;1;0;276;TA;0;ALQ;Unf;561;No;0;Gd;0;285;TA;Attchd;1980;2;TA;Fin;462;;;;
909451180;1980;24;1300;Pave;NA  ;Regular             ;Lvl;AllPub;Inside ;Gtl;Bluestem           ;Norm                          ;Normal;TwnhsE;2Story;6;6;1980;561;668;0;Y;0;3;3;MetalSd;MetalSd;TA;1229;3;1;3;0;160;8;0;None   ;0;Y;CompShg;Gable  ;0;5;150;SBrkr;GdPrv;1;CBlock;Typ ;GasA ;1,24331E+12;WD   ;Normal ;124000;2009/05/26 00:00:00.000;5;2009;1;0;2;276;TA;0;ALQ;Unf;561;No;0;Gd;0;285;TA;Attchd;1980;2;TA;Fin;462;;;;
909452050;1986;               ;13607;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1986;1182;800;0;Y;0;2;3;VinylSd;VinylSd;TA;1982;2;1;3;0;80;6;242;BrkFace;112;Y;CompShg;Gable  ;0;6;400;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24046E+12;WD   ;Normal ;208000;2009/04/23 00:00:00.000;4;2009;0;1;0;118;TA;0;ALQ;Unf;572;No;1;TA;0;454;TA;BuiltIn;1986;2;TA;Fin;501;;;;
909452050;1986;               ;13607;Pave;NA  ;Slightly irregular  ;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;SLvl  ;6;6;1986;1182;800;0;Y;0;2;3;VinylSd;VinylSd;TA;1982;2;1;3;0;80;6;242;BrkFace;112;Y;CompShg;Gable  ;0;6;400;SBrkr;NA   ;1;CBlock;Typ ;GasA ;1,24046E+12;WD   ;Normal ;208000;2009/04/23 00:00:00.000;4;2009;2;0;3;118;TA;0;ALQ;Unf;572;No;1;TA;0;454;TA;BuiltIn;1986;2;TA;Fin;501;;;;
909452102;1995;               ;17871;Pave;NA  ;Moderately Irregular;Lvl;AllPub;Inside ;Gtl;Crawford           ;Norm                          ;Normal;1Fam  ;1Story;4;5;1996;1680;0;0;Y;0;3;3;VinylSd;VinylSd;NA;1680;2;1;2;0;20;6;0;None   ;0;Y;CompShg;Gable  ;0;7;152;SBrkr;NA   ;0;PConc ;Typ ;GasA ;1,18249E+12;WD   ;Normal ;170000;2007/06/22 00:00:00.000;6;2007;2;0;4;1680;TA;0;Unf;Unf;1680;No;0;Gd;0;0;TA;Attchd;1996;2;TA;Unf;628;;;;
